index,date,latitude,longitude,humidity,vapor_pressure,temperature,precip,solar_radiation,pressure,wind_speed,wind_direction_degree,feels_like,wind_direction,wind_scale,code,text,power
2915,9,37.891586,115.144497,87.87738514388572,11.988976489907415,11.581762500000025,0.0,269.09409,1022.074175,0.747407665,334.1247964745611,11.600312361107662,北西北,1,0,晴,-3680063
2919,10,37.891586,115.144497,74.99489832740045,12.671350367275076,14.857052500000009,0.0,443.26271,1022.177075,1.638561225,9.068549547930672,14.661057580619904,北,2,0,晴,-7402706
2923,11,37.891586,115.144497,50.151081846007095,10.79671638339714,18.67297250000001,0.0,506.013195,1021.9386375,2.0647026,17.659144837738978,18.092190042497343,北东北,2,0,晴,-11068638
2927,12,37.891586,115.144497,32.53030152105776,7.497847246177213,19.768730000000065,0.0,528.862375,1021.4028325,1.655946025,26.05229125384969,18.87200651919836,北东北,2,0,晴,-9890139
2931,13,37.891586,115.144497,25.31046760685108,5.799992977703345,19.67515000000003,0.0,546.1239250000001,1020.527465,1.5237137,24.593637828439057,18.519112205113142,北东北,1,0,晴,-9754926
2935,14,37.891586,115.144497,19.8337062094348,4.911159895484461,20.929894999999988,0.0,490.9585275,1019.74965,0.957718205,342.9389526647094,20.052155669805693,北西北,1,0,晴,-11413435
2939,15,37.891586,115.144497,17.221788625947525,4.316835593562177,21.12888750000002,0.0,390.876295,1019.4129625,1.08239766,342.5608565037952,20.065464787989587,北西北,1,0,晴,-9186120
2943,16,37.891586,115.144497,17.984031531413216,4.441630352882921,20.88775750000002,0.0,229.743175,1019.4361125,1.258940625,49.946336156934365,19.71761476576625,东北,1,0,晴,-5802612
2947,17,37.891586,115.144497,27.41340979516444,5.683644827845107,18.07255250000003,0.0,63.83170125,1019.772475,0.76442555,76.1283949899179,17.274818770762568,东东北,1,0,晴,-1902555
2951,18,37.891586,115.144497,44.760749660975534,7.53177976132757,14.793087500000013,0.0,5.863541250000001,1020.255625,0.7863736,114.64584575221014,14.120738607713,东东南,1,0,晴,-41404
2955,19,37.891586,115.144497,59.38285405992072,8.647623855717523,12.571687500000053,0.0,0.0,1020.85445,0.240647013,119.6096785257753,12.32164472585574,东东南,0,0,晴,0
2959,20,37.891586,115.144497,69.63569451651166,9.042418325475236,10.83738500000004,0.0,0.0,1021.005495,0.216635536,167.55996048499526,10.560674395819737,南东南,0,0,晴,0
2963,21,37.891586,115.144497,79.02418434456857,9.275362524942272,9.3285075,0.0,0.0,1021.292965,0.2585959925,169.6163755784449,8.872603437758547,南,0,0,晴,0
2967,22,37.891586,115.144497,78.77002005290183,9.071617798184606,9.046977500000024,0.0,0.0,1021.7264375,0.2911669624999999,153.93029749596752,8.536932241539047,南东南,0,0,晴,0
2971,23,37.891586,115.144497,78.67555634121476,8.808262041563733,8.629189999999994,0.0,0.0,1022.1610625,0.97705755,100.30419977581512,7.720619417896932,东,1,0,晴,0
2975,0,37.891586,115.144497,79.56216459772082,8.73673149841596,8.34379750000005,0.0,0.0,1022.365775,0.53208744,121.04994717301204,7.602960000712839,东东南,1,0,晴,0
2979,1,37.891586,115.144497,83.59704024022815,8.777763088537629,7.686157500000036,0.0,0.0,1022.36745,0.251000915,133.8564744431294,7.021079051008763,东南,0,0,晴,0
2983,2,37.891586,115.144497,82.88456058257613,8.760732323816908,7.783107500000028,0.0,0.0,1022.275975,0.2008608875,124.90991156293192,7.178013357645022,东南,0,0,晴,0
2987,3,37.891586,115.144497,81.73315863966405,8.678498163443365,7.849932500000023,0.0,0.0,1022.07655,0.1300851224999999,105.39941414798184,7.331661907819523,东东南,0,0,晴,0
2991,4,37.891586,115.144497,84.81883696987403,8.79267821583567,7.49866750000001,0.0,0.0,1022.1214374999998,0.1809075574999999,97.4519887942517,6.859526453695479,东,0,0,晴,0
2995,5,37.891586,115.144497,85.38156217206043,8.786428822006975,7.391622500000039,0.0,0.0,1022.3345375,0.22466184,88.14438730218673,6.694131071710199,东,0,0,晴,0
2999,6,37.891586,115.144497,83.82251287734583,8.832571448606458,7.737882500000012,0.0,0.0,1022.53745,0.3176154325,67.18651353704522,7.027739960332612,东东北,1,0,晴,0
3003,7,37.891586,115.144497,83.53845937937075,8.525124306004763,7.26943,0.0,2.5229514,1022.764,0.54277532,9.165749870710442,6.360804872595272,北,1,0,晴,0
3007,8,37.891586,115.144497,78.70202617210913,8.104587848011072,7.401605000000018,0.0,53.596853800000005,1023.4113,0.693608235,338.1569469681343,6.474031535600404,北西北,1,0,晴,-497619
3011,9,37.891586,115.144497,70.2780938776995,8.322376244222225,9.46037750000005,0.0,147.30645249999998,1023.867,0.257908185,324.32172286502754,9.02506749923958,西北,0,0,晴,-2001502
3015,10,37.891586,115.144497,66.01809588370851,8.930137428936037,11.452715000000012,0.0,218.37597,1023.864125,0.33195663,316.9808164035775,11.12158965634299,西北,1,0,晴,-2238925
3019,11,37.891586,115.144497,51.50201122401376,8.740485140093693,14.925669999999968,0.0,315.69790249999994,1023.4293,0.433683335,260.47045269347376,14.733075825357378,西,1,0,晴,-4171030
3023,12,37.891586,115.144497,36.99122208992931,7.411855259755828,17.530095000000017,0.0,499.1632025,1022.454675,1.014531255,138.90054330733463,16.876724433857557,东南,1,0,晴,-6472613
3027,13,37.891586,115.144497,28.63857889995627,6.289148390813373,18.991042499999992,0.0,525.6424675000001,1021.19335,1.497298025,145.20177509276084,17.90195048793959,东南,1,0,晴,-9451674
3031,14,37.891586,115.144497,27.075330151168835,6.074452088944608,19.334472500000004,0.0,450.0244125,1019.9767,1.5207742249999998,146.59840408164305,18.21128939327568,南东南,1,0,晴,-9025661
3035,15,37.891586,115.144497,25.20023744773796,5.758605835610361,19.63009250000005,0.0,328.4179925,1019.2407,1.37527605,172.11504754622624,18.559132806083777,南,1,0,晴,-6966843
3039,16,37.891586,115.144497,22.38007796345172,5.0242570779624325,19.34472000000005,0.0,183.6615875,1018.867775,1.309724475,165.20535631189696,18.14991243762468,南东南,1,0,晴,-3908404
3043,17,37.891586,115.144497,28.28657632354528,5.508793540193442,17.080200000000048,0.0,38.808282000000005,1018.478425,0.827210655,141.6873060939779,16.13740136921281,东南,1,0,晴,-1173239
3047,18,37.891586,115.144497,45.45308380614762,6.898680489200632,13.203575,0.0,0.7330965000000003,1018.18075,1.91423341,125.67041121974174,11.56069977926764,东南,2,0,晴,-21940
3051,19,37.891586,115.144497,51.85473993830235,7.292833368798652,12.042115000000024,0.0,0.0,1018.011475,0.8428948699999999,114.43952995949633,11.09315474426985,东东南,1,0,晴,0
3055,20,37.891586,115.144497,52.21896218747235,7.410613363750138,12.1790575,0.0,0.0,1018.027125,0.3113798175,329.42761206282074,11.608662101596853,北西北,1,0,晴,0
3059,21,37.891586,115.144497,49.87963679568471,7.27763512902248,12.60085250000003,0.0,0.0,1018.113825,0.13956558,7.82635690524063,12.145053737336916,北,0,0,晴,0
3063,22,37.891586,115.144497,48.59313473657888,7.249776215821663,12.941070000000025,0.0,0.0,1018.1812,0.423548565,29.14171516579512,12.318887836764668,北东北,1,0,晴,0
3067,23,37.891586,115.144497,50.1690642902423,7.439212917664363,12.847559999999987,0.0,0.0,1018.02685,0.3369232725,34.409051664946304,12.312968758259032,东北,1,0,晴,0
3071,0,37.891586,115.144497,46.61133985256924,6.677990636133835,12.32351,0.0,0.0,1017.5907,0.371779005,199.97444010717345,11.577685773522925,南西南,1,0,晴,0
3075,1,37.891586,115.144497,52.67803735817894,7.1751320219548544,11.55723999999998,0.0,0.0,1017.1233,0.378071765,303.26105364487523,10.853044086493616,西西北,1,0,晴,0
3079,2,37.891586,115.144497,56.69372735533382,7.3909481743552705,10.896642499999984,0.0,0.0,1017.025525,1.1037251,305.55462824493407,9.717716415638073,西北,1,0,晴,0
3083,3,37.891586,115.144497,58.38961405077884,7.405571202975491,10.483987500000012,0.0,0.0,1016.42633,0.5288972000000001,331.588088236651,9.652795186617965,北西北,1,0,晴,0
3087,4,37.891586,115.144497,59.48019711752017,7.501756097676853,10.400105000000051,0.0,0.0,1015.75531,0.3857561,306.1365913998609,9.6753011694501,西北,1,0,晴,0
3091,5,37.891586,115.144497,62.24371345448249,7.599937151112061,9.91580250000004,0.0,0.0,1015.389625,0.1411862462499999,294.9638952826733,9.61008719538874,西西北,0,0,晴,0
3095,6,37.891586,115.144497,66.12135058678781,7.652155355883132,9.119227500000022,0.0,0.0,1015.564775,0.10585485375,186.38045426185505,8.815998861858954,南,0,0,晴,0
3099,7,37.891586,115.144497,69.42936659018001,7.6786428226787375,8.448905000000025,0.0,0.963888975,1015.62465,0.105113968,216.41257509645084,8.094599364798643,西南,0,0,晴,0
3103,8,37.891586,115.144497,69.11441866525438,7.933157994783052,8.997670000000028,0.0,73.925557575,1016.05195,0.1473478309999999,275.26552198215967,8.631818521614692,西,0,0,晴,-478386
3107,9,37.891586,115.144497,59.7286910353379,7.955080333412227,11.218827500000032,0.0,202.49033625,1016.618555,0.24910271,259.57647326644883,10.73054616750273,西,0,0,晴,-2340539
3111,10,37.891586,115.144497,48.98206223852134,7.715790457506526,13.773965000000032,0.0,328.9533,1016.694535,0.303075815,170.68326018848822,13.381297566856675,南,1,0,晴,-4546559
3115,11,37.891586,115.144497,42.63707187721289,7.929682521171577,16.354832499999986,0.0,417.78536,1016.3145,0.6027455500000001,144.52130942702888,15.990351464210544,东南,1,0,晴,-6601883
3119,12,37.891586,115.144497,44.28827119571661,8.968085297405938,17.697415000000035,0.0,465.1511175,1015.56635,0.625274625,139.5795514223177,17.61927816561375,东南,1,0,晴,-7909048
3123,13,37.891586,115.144497,49.6154998088716,10.329532730385871,18.13850500000001,0.0,451.6584525,1014.600275,1.30884355,179.200437100074,17.918503462869896,南,1,0,晴,-7832907
3127,14,37.891586,115.144497,52.52188310522224,11.276903370371713,18.63020750000004,0.0,377.2535825,1013.83705,0.952340675,222.8877411876893,18.86528241054779,西南,1,0,晴,-6567789
3131,15,37.891586,115.144497,52.18231176556565,11.63986877037078,19.241675000000043,0.0,268.14253,1013.32755,0.34404925,196.09980367307872,19.98723617649083,南西南,1,0,晴,-4671568
3135,16,37.891586,115.144497,55.47842602894995,12.04980641987746,18.814587500000016,0.0,160.795145,1013.21375,0.3831548975,314.9359743804067,19.58671112641879,西北,1,0,晴,-2262810
3139,17,37.891586,115.144497,60.39008554690963,12.024176119542448,17.43021250000004,0.0,35.8647795,1013.422675,0.7136002825000001,32.56477701391222,17.885823487119023,北东北,1,0,晴,-610995
3143,18,37.891586,115.144497,58.496367489909154,10.632799815317046,15.995650000000012,0.0,0.7330965000000003,1013.838075,1.6131412,42.43622432113577,15.488779545299696,东北,2,0,晴,-13246
3147,19,37.891586,115.144497,55.01739828748502,9.291522557419668,14.849752500000022,0.0,0.0,1014.214225,2.1015456,45.71864655022284,13.677727813232174,东北,2,0,晴,0
3151,20,37.891586,115.144497,53.62549677574474,8.682203964841278,14.196705000000009,0.0,0.0,1014.721875,1.712505025,45.45572865547629,13.110336703569647,东北,2,0,晴,0
3155,21,37.891586,115.144497,54.361394487857694,8.645365731182158,13.92102,0.0,0.0,1015.484075,1.1365936250000002,34.39691311704715,13.182388651985312,东北,1,0,晴,0
3159,22,37.891586,115.144497,58.29743580990557,9.120749601100531,13.669087500000046,0.0,0.0,1016.53797,1.38051905,8.867082318744565,12.849203773948076,北,1,0,晴,0
3163,23,37.891586,115.144497,68.63727983350094,9.889365936072313,12.409462500000018,0.0,0.0,1017.6390025,2.12078205,359.02066982107607,11.173901572778558,北,2,0,晴,0
3167,0,37.891586,115.144497,85.81231976470065,11.04408784690305,10.703487499999994,0.33337778325,0.0,1018.0936375,2.092956725,23.91119664384118,9.597495363520522,北东北,2,13,小雨,0
3171,1,37.891586,115.144497,92.9679891974948,11.483477493723752,10.08849250000003,0.7054225225,0.0,1018.43695,2.2219948,37.37318759268069,8.943452804511018,东北,2,13,小雨,0
3175,2,37.891586,115.144497,93.89926499284356,11.46111295905076,9.91065500000002,0.708645255,0.0,1018.8003,2.199614275,21.30648084285238,8.844951838370873,北东北,2,13,小雨,0
3179,3,37.891586,115.144497,93.72039466339297,11.540587242398644,10.042210000000011,0.1948744745,0.0,1018.838625,1.9835646,358.04632156491954,9.060324948260847,北,2,13,小雨,0
3183,4,37.891586,115.144497,92.98900589457786,11.538542201202295,10.156574999999975,0.0,0.0,1019.138225,1.8882683,350.62913610359726,9.244202799132708,北,2,0,晴,0
3187,5,37.891586,115.144497,95.35746337144158,11.714726985124296,10.007280000000035,0.2876967375,0.0,1019.9011,1.89236525,13.880575662101023,9.117010807529638,北东北,2,13,小雨,0
3191,6,37.891586,115.144497,96.8149635827558,11.3350697199216,9.291290000000004,0.833226635,0.0,1021.069625,2.846248475,56.74906488959846,7.959915806477398,东东北,2,13,小雨,0
3195,7,37.891586,115.144497,96.73541114560888,10.896215947073602,8.71893,0.3798563625,0.8923611,1021.831825,2.793968125,64.08380043739822,7.274113770838182,东东北,2,13,小雨,0
3199,8,37.891586,115.144497,94.6908542817657,10.553707693953946,8.562827500000026,0.0,36.319638700000006,1022.9566,1.8714913,66.77631774211474,7.313264888102791,东东北,2,0,晴,-16583
3203,9,37.891586,115.144497,91.720990189722,10.328479807872476,8.714762500000006,0.0,124.58445749999998,1023.9354,1.493004275,75.06210360868778,7.609310456765328,东东北,1,0,晴,-396362
3207,10,37.891586,115.144497,85.11203183244092,10.25558022332106,9.71867500000002,0.0,217.4905875,1024.4716500000002,1.62037575,59.19316226087764,8.740895587293272,东东北,2,0,晴,-1354548
3211,11,37.891586,115.144497,78.61724602475178,10.168819337041183,10.778587500000016,0.0,314.3055225,1024.7626,1.700656075,50.84229582441285,9.75806650787844,东北,2,0,晴,-4188674
3215,12,37.891586,115.144497,71.40397136242066,9.880694596305212,11.796339999999988,0.0,395.7259175,1024.7738,2.057484225,74.63697425711469,10.557392480024934,东东北,2,0,晴,-6185246
3219,13,37.891586,115.144497,64.4694221229751,9.72779583212922,13.113980000000026,0.0,427.4481975,1024.4864,1.615894775,67.38461741715413,12.223522914111673,东东北,2,0,晴,-5134608
3223,14,37.891586,115.144497,58.7845947946811,9.583951022685076,14.304162500000018,0.0,404.4409575,1023.94485,0.711688675,98.95760022511988,14.05581833169703,东,1,0,晴,-5381341
3227,15,37.891586,115.144497,59.4346754477751,9.559121174759202,14.094375000000014,0.0,300.28076,1023.529725,0.904597425,104.5925147479783,13.70103715740566,东东南,1,0,晴,-6072532
3231,16,37.891586,115.144497,66.12371878710887,9.640038524098069,12.588729999999998,0.0,124.45860625,1023.247625,1.3165171249999998,114.18145856934623,11.838681113396852,东东南,1,0,晴,-3183942
3235,17,37.891586,115.144497,70.11917296231732,9.429352153076458,11.364087499999982,0.0,25.455329500000005,1023.0906,1.0194484125,123.60103957776604,10.679576519540348,东东南,1,0,晴,-819647
3239,18,37.891586,115.144497,75.0699262438574,9.32095040900006,10.166032500000028,0.0,2.11728525,1023.448525,0.6303098125000001,120.4955883035278,9.629179849084842,东东南,1,0,晴,-11043
3243,19,37.891586,115.144497,79.97933960920707,9.32552665903473,9.23028000000005,0.0,0.0,1024.14855,0.400032145,72.4694273409876,8.666802379621814,东东北,1,0,晴,0
3247,20,37.891586,115.144497,85.15742333951141,9.272534778180397,8.219555000000014,0.0,0.0,1024.774,0.174171377,43.74786361653469,7.678729083956963,东北,0,0,晴,0
3251,21,37.891586,115.144497,87.91892934439929,9.149362149667464,7.555232500000045,0.0,0.0,1025.343375,0.249233664,304.7029819666681,6.837712456152144,西北,0,0,晴,0
3255,22,37.891586,115.144497,85.85437365011437,8.881783815452435,7.468667500000038,0.0,0.0,1025.711,0.12901239375,303.67036801085595,6.8690471106415645,西西北,0,0,晴,0
3259,23,37.891586,115.144497,83.43316223296564,8.510648884284318,7.263035000000059,0.0,0.0,1025.80785,0.11234283125,228.17772011746013,6.680048513600502,西南,0,0,晴,0
3263,0,37.891586,115.144497,84.47339598717183,8.276738399746755,6.676855000000046,0.0,0.0,1025.77735,0.1350179825,82.15692818307497,5.982394200258081,东,0,0,晴,0
3267,1,37.891586,115.144497,86.9768274833406,8.172268727307973,6.069665000000043,0.0,0.0,1025.816175,0.198071425,30.017618428157306,5.195316771815054,北东北,0,0,晴,0
